Molecule_ID,Raw_SMILES,Canonical_SMILES,Is_Valid,MW,LogP,HBD,HBA,QED,SA_Score,Lipinski_Violations,Lipinski_Compliant
MOL_00108,CC(C)(C)c1ccc(NC(=O)C(=O)NCc2ccccc2OCC(F)(F)F)cc1,CC(C)(C)c1ccc(NC(=O)C(=O)NCc2ccccc2OCC(F)(F)F)cc1,True,408.17,4.18,2.0,3.0,0.7297,2.15,0.0,True
MOL_00109,Cc1nc2ccccc2n1C1CCN(c2ccccc2)CC1,Cc1nc2ccccc2n1C1CCN(c2ccccc2)CC1,True,291.17,4.19,0.0,2.0,0.7058,1.89,0.0,True
MOL_00110,Cc1ccc(C)c(NC(=O)c2nnn(C(C)(C)C)c2)c1,Cc1ccc(C)c(NC(=O)c2cn(C(C)(C)C)nn2)c1,True,272.16,2.9,1.0,3.0,0.9141,2.32,0.0,True
MOL_00111,COc1ccc(C(=O)NC(=S)Nc2cc(F)ccc2OC)cc1,COc1ccc(C(=O)NC(=S)Nc2cc(F)ccc2OC)cc1,True,334.08,2.97,2.0,4.0,0.842,1.75,0.0,True
MOL_00112,COc1ccc(C(=O)NCc2cc(Cl)ccc2N2CCOCC2)c(OC)c1,COc1ccc(C(=O)NCc2cc(Cl)ccc2N2CCOCC2)c(OC)c1,True,390.13,3.12,1.0,5.0,0.8207,2.04,0.0,True
MOL_00113,CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)Nc1ccccc1C(=O)Nc1ccccc1C,CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)Nc1ccccc1C(=O)Nc1ccccc1C,True,439.19,5.15,2.0,3.0,0.5771,2.73,1.0,True
MOL_00114,Cc1ccc(C(=O)Nc2ccc(OCC(N)=O)cc2)cc1Cl,Cc1ccc(C(=O)Nc2ccc(OCC(N)=O)cc2)cc1Cl,True,318.08,2.76,2.0,3.0,0.889,1.68,0.0,True
MOL_00115,Cc1noc(C)c1CCNC(=O)N1CCC[NH+](CC(C)C)CC1,Cc1noc(C)c1CCNC(=O)N1CCC[NH+](CC(C)C)CC1,True,323.24,0.79,2.0,3.0,0.8421,4.05,0.0,True
MOL_00116,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(C(=O)[O-])cc1,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(C(=O)[O-])cc1,True,303.1,0.24,2.0,5.0,0.7748,3.01,0.0,True
MOL_00117,CCc1ccc(C(=O)NC2CC[NH+](Cc3ccccc3)CC2)cc1,CCc1ccc(C(=O)NC2CC[NH+](Cc3ccccc3)CC2)cc1,True,323.21,2.23,2.0,1.0,0.8691,2.94,0.0,True
MOL_00118,COc1ccc(CCNC(=O)Cc2cccc(F)c2)cc1OC,COc1ccc(CCNC(=O)Cc2cccc(F)c2)cc1OC,True,317.14,2.74,1.0,3.0,0.854,1.72,0.0,True
MOL_00119,CCCC(=O)N1CCC(NC(=O)NCc2ccc(OC)cc2)CC1,CCCC(=O)N1CCC(NC(=O)NCc2ccc(OC)cc2)CC1,True,333.21,2.29,2.0,3.0,0.8389,1.9,0.0,True
MOL_00120,COc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2ccc(F)cc2)cc1,COc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2ccc(F)cc2)cc1,True,398.16,0.36,1.0,4.0,0.6839,3.66,0.0,True
MOL_00121,Cc1cc(C)cc(OCC(=O)NCc2ccc(N3CCCC3=O)cc2)c1,Cc1cc(C)cc(OCC(=O)NCc2ccc(N3CCCC3=O)cc2)c1,True,352.18,3.13,1.0,3.0,0.8689,2.0,0.0,True
MOL_00122,CCOC(=O)c1cnc(-c2ccc(C)s2)s1,CCOC(=O)c1cnc(-c2ccc(C)s2)s1,True,253.02,3.36,0.0,5.0,0.7873,2.36,0.0,True
MOL_00123,CC(C)N1C[C@@H](C(=O)Nc2cccc(-c3cccc(Cl)c3)c2)CC1=O,CC(C)N1C[C@@H](C(=O)Nc2cccc(-c3cccc(Cl)c3)c2)CC1=O,True,356.13,4.2,1.0,2.0,0.892,2.46,0.0,True
MOL_00124,CC(C)NC(=O)CC[NH+](C)Cc1nc(C2CC2)cs1,CC(C)NC(=O)CC[NH+](C)Cc1nc(C2CC2)cs1,True,282.16,0.95,2.0,3.0,0.782,4.11,0.0,True
MOL_00125,CC(C)[NH+](Cc1cccc(F)c1)C[C@H]1CCC[C@@H]1O,CC(C)[NH+](Cc1cccc(F)c1)C[C@H]1CCC[C@@H]1O,True,266.19,1.78,2.0,1.0,0.8341,4.25,0.0,True
MOL_00126,Cc1cc(=O)[nH]c(-c2cccc(CNC(=O)c3ccc(C)o3)c2)n1,Cc1cc(=O)[nH]c(-c2cccc(CNC(=O)c3ccc(C)o3)c2)n1,True,323.13,2.58,2.0,4.0,0.7722,2.36,0.0,True
MOL_00127,Cc1ccc(CNC(=O)C2(CC(N)=O)CCCCC2)cc1F,Cc1ccc(CNC(=O)C2(CC(N)=O)CCCCC2)cc1F,True,306.17,2.58,2.0,2.0,0.8773,2.37,0.0,True
MOL_00128,CC(=O)N1CCN(C(=O)CCCC(=O)c2ccc(F)cc2)CC1,CC(=O)N1CCN(C(=O)CCCC(=O)c2ccc(F)cc2)CC1,True,320.15,1.87,0.0,3.0,0.7783,1.9,0.0,True
MOL_00129,Cc1nnc(NC(=O)C(=O)N2CCC[C@H]2c2ccc(F)cc2)s1,Cc1nnc(NC(=O)C(=O)N2CCC[C@H]2c2ccc(F)cc2)s1,True,334.09,2.29,1.0,5.0,0.8552,2.74,0.0,True
MOL_00130,CCOc1ccc(C(=O)Nc2ccccc2C(=O)NCc2ccc(C)o2)cc1,CCOc1ccc(C(=O)Nc2ccccc2C(=O)NCc2ccc(C)o2)cc1,True,378.16,4.17,2.0,4.0,0.6466,1.87,0.0,True
MOL_00131,CC(=O)NC[C@@H]1CCC[NH+](Cc2cnc(-c3ccccc3)s2)C1,CC(=O)NC[C@@H]1CCC[NH+](Cc2cnc(-c3ccccc3)s2)C1,True,330.16,1.74,2.0,3.0,0.8772,4.09,0.0,True
MOL_00132,CCC[NH+]1CCC(NC(=O)c2cnc(C(C)C)s2)CC1,CCC[NH+]1CCC(NC(=O)c2cnc(C(C)C)s2)CC1,True,296.18,1.45,2.0,3.0,0.8639,3.92,0.0,True
MOL_00133,CC(C)N(Cc1cccc(C#N)c1)C(=O)Cn1c(=O)c(=O)oc2ccccc21,CC(C)N(Cc1cccc(C#N)c1)C(=O)Cn1c(=O)c(=O)oc2ccccc21,True,377.14,2.26,0.0,5.0,0.6356,2.46,0.0,True
MOL_00134,CCCNC(=O)c1ccccc1NC(=O)Nc1ccccc1C(F)(F)F,CCCNC(=O)c1ccccc1NC(=O)Nc1ccccc1C(F)(F)F,True,365.14,4.49,3.0,2.0,0.7307,1.89,0.0,True
MOL_00135,CC(C)(C)OC(=O)N1CCC[C@H](CNC(=O)Cc2cccc([N+](=O)[O-])c2)C1,CC(C)(C)OC(=O)N1CCC[C@H](CNC(=O)Cc2cccc([N+](=O)[O-])c2)C1,True,377.2,2.9,1.0,5.0,0.6278,2.63,0.0,True
MOL_00136,CC(=O)N(C)c1ccc(NC(=O)N(CCO)Cc2ccccc2)cc1,CC(=O)N(C)c1ccc(NC(=O)N(CCO)Cc2ccccc2)cc1,True,341.17,2.7,2.0,3.0,0.8484,2.02,0.0,True
MOL_00137,CC[C@H](C)CN(CC)C(=O)c1cc(N)ccc1C,CC[C@H](C)CN(CC)C(=O)c1cc(N)ccc1C,True,248.19,3.09,1.0,2.0,0.8139,2.6,0.0,True
MOL_00138,CCOc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c1,CCOc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c1,True,388.15,3.49,1.0,5.0,0.6258,2.04,0.0,True
MOL_00139,CC[C@@H]1C(=O)NCCN1C(=O)c1ccc(N(C)C)c(C)c1,CC[C@@H]1C(=O)NCCN1C(=O)c1ccc(N(C)C)c(C)c1,True,289.18,1.41,1.0,3.0,0.9152,2.77,0.0,True
MOL_00140,COC(=O)[C@H]1CCCCN1C(=O)[C@@H](C)CS(=O)(=O)c1ccccc1,COC(=O)[C@H]1CCCCN1C(=O)[C@@H](C)CS(=O)(=O)c1ccccc1,True,353.13,1.65,0.0,5.0,0.7521,2.9,0.0,True
MOL_00141,CCC[NH+](C)C[C@@H]1CCN(C(=O)NCc2ccccc2C)C1,CCC[NH+](C)C[C@@H]1CCN(C(=O)NCc2ccccc2C)C1,True,304.24,1.45,2.0,1.0,0.82,3.8,0.0,True
MOL_00142,Cc1ccc(C)c(S(=O)(=O)NCCN2CCN(C(=O)c3ccco3)CC2)c1,Cc1ccc(C)c(S(=O)(=O)NCCN2CCN(C(=O)c3ccco3)CC2)c1,True,391.16,1.63,1.0,5.0,0.8093,2.16,0.0,True
MOL_00143,CC(C)N(C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccc(Cl)cc1)C(C)C,CC(C)N(C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccc(Cl)cc1)C(C)C,True,443.14,4.84,0.0,4.0,0.3871,2.21,0.0,True
MOL_00144,CN(CC(C)(C)O)C(=O)[C@@H]1Cc2[nH+]c[nH]c2CN1,CN(CC(C)(C)O)C(=O)[C@@H]1Cc2[nH+]c[nH]c2CN1,True,253.17,-0.93,3.0,3.0,0.6508,4.82,0.0,True
MOL_00145,COc1ccc(CN(C)C(=O)c2ccc(C)c(S(C)(=O)=O)c2)cc1,COc1ccc(CN(C)C(=O)c2ccc(C)c(S(C)(=O)=O)c2)cc1,True,347.12,2.68,0.0,4.0,0.8341,1.89,0.0,True
MOL_00146,CCCCN1C(=O)C(=O)N(CC(=O)Nc2ccccc2)C1=O,CCCCN1C(=O)C(=O)N(CC(=O)Nc2ccccc2)C1=O,True,303.12,1.22,1.0,4.0,0.632,1.91,0.0,True
MOL_00147,C[NH+](C)CCCNC(=O)CNC(=O)c1ccco1,C[NH+](C)CCCNC(=O)CNC(=O)c1ccco1,True,254.15,-1.34,3.0,3.0,0.5272,3.12,0.0,True
MOL_00148,CCN(CC)C(=O)c1ccc(OC)cc1NC(=O)c1ccc(Cl)cc1,CCN(CC)C(=O)c1ccc(OC)cc1NC(=O)c1ccc(Cl)cc1,True,360.12,4.08,1.0,3.0,0.8438,1.82,0.0,True
MOL_00149,CCc1nn(C)cc1CNC(=O)c1cc(Cl)ccc1OC,CCc1nn(C)cc1CNC(=O)c1cc(Cl)ccc1OC,True,307.11,2.57,1.0,3.0,0.9234,2.2,0.0,True
MOL_00150,COc1cccc(C(=O)N2CCO[C@@H](COC(C)C)C2)c1OC,COc1cccc(C(=O)N2CCO[C@@H](COC(C)C)C2)c1OC,True,323.17,1.97,0.0,5.0,0.801,2.69,0.0,True
MOL_00151,CCOC(=O)c1cc(C[NH+]2CCC(Nc3ccc(C)cc3)CC2)n[nH]1,CCOC(=O)c1cc(C[NH+]2CCC(Nc3ccc(C)cc3)CC2)n[nH]1,True,343.21,1.55,3.0,4.0,0.6962,3.5,0.0,True
MOL_00152,COC(=O)C1=C(C)N=C2SCC(C)=C2C(=O)N1C,COC(=O)C1=C(C)N=C2SCC(C)=C2C(=O)N1C,True,266.07,1.32,0.0,5.0,0.6717,3.44,0.0,True
MOL_00153,CCCNC(=O)c1cc(NC(=O)Nc2ccc(C)c(C)c2)ccc1F,CCCNC(=O)c1cc(NC(=O)Nc2ccc(C)c(C)c2)ccc1F,True,343.17,4.23,3.0,2.0,0.7603,1.84,0.0,True
MOL_00154,CC(C)(C)c1ccc(OCC(=O)N2CCC[C@@H]2c2nc(-c3ccccc3)no2)cc1,CC(C)(C)c1ccc(OCC(=O)N2CCC[C@@H]2c2nc(-c3ccccc3)no2)cc1,True,405.21,4.78,0.0,5.0,0.6112,2.62,0.0,True
MOL_00155,COc1ccccc1N1CCN(CC(=O)NCC(C)C)CC1,COc1ccccc1N1CCN(CC(=O)NCC(C)C)CC1,True,305.21,1.59,1.0,4.0,0.8668,1.79,0.0,True
MOL_00156,COc1cccc(-c2nnc(NC(=O)c3ccccc3)s2)c1,COc1cccc(-c2nnc(NC(=O)c3ccccc3)s2)c1,True,311.07,3.47,1.0,5.0,0.8011,1.76,0.0,True
MOL_00157,CC1(C)C(=O)NC(=O)[C@H]1CC(=O)Nc1ccc(F)cc1Br,CC1(C)C(=O)NC(=O)[C@H]1CC(=O)Nc1ccc(F)cc1Br,True,356.02,2.22,2.0,3.0,0.815,3.11,0.0,True
MOL_00158,COc1ccc(N2C[C@@H](C(=O)NCCCn3nnnc3C)CC2=O)cc1,COc1ccc(N2C[C@@H](C(=O)NCCCn3nnnc3C)CC2=O)cc1,True,358.18,0.55,1.0,6.0,0.7253,2.72,0.0,True
MOL_00159,CC(C)(C)OC(=O)N1CCC([NH+]2CCCC2)CC1,CC(C)(C)OC(=O)N1CCC([NH+]2CCCC2)CC1,True,255.21,1.06,1.0,2.0,0.7602,3.83,0.0,True
MOL_00160,Cc1nc(-c2cccc(C(=O)NCC(C)C)c2)cs1,Cc1nc(-c2cccc(C(=O)NCC(C)C)c2)cs1,True,274.11,3.5,1.0,3.0,0.9268,1.89,0.0,True
MOL_00161,C[C@H](CCc1ccccc1)NC(=O)C1C[C@@H](C)O[C@@H](C)C1,C[C@H](CCc1ccccc1)NC(=O)C1C[C@@H](C)O[C@@H](C)C1,True,289.2,3.33,1.0,2.0,0.9027,3.18,0.0,True
MOL_00162,Cc1ccc(N2C(=O)CS[C@H]2c2ccc(F)c(F)c2)c(O)c1,Cc1ccc(N2C(=O)CS[C@H]2c2ccc(F)c(F)c2)c(O)c1,True,321.06,3.76,1.0,3.0,0.9155,2.85,0.0,True
MOL_00163,CC(C)C[NH+]1CCC(NC(=O)Nc2ccc(C(=O)N(C)C)cc2)CC1,CC(C)C[NH+]1CCC(NC(=O)Nc2ccc(C(=O)N(C)C)cc2)CC1,True,347.24,1.21,3.0,2.0,0.7496,3.24,0.0,True
MOL_00164,CCCn1c(SCC(=O)N(C)C2CCCC2)nnc1-c1ccco1,CCCn1c(SCC(=O)N(C)C2CCCC2)nnc1-c1ccco1,True,348.16,3.44,0.0,5.0,0.7173,2.41,0.0,True
MOL_00165,CC(C)[C@@H](C)NC(=O)CN(C)C(=O)Cn1c(C)ccc2ccccc12,,False,,,,,,,,False
MOL_00166,C[C@H](CC(=O)Nc1ccc(F)cc1)[NH+]1CCC(O)(C(F)(F)F)CC1,C[C@H](CC(=O)Nc1ccc(F)cc1)[NH+]1CCC(O)(C(F)(F)F)CC1,True,349.15,1.51,3.0,2.0,0.7222,3.96,0.0,True
MOL_00167,CCC[NH2+][C@H](CC(C)C)[C@@H]1CN(C)CCO1,CCC[NH2+][C@H](CC(C)C)[C@@H]1CN(C)CCO1,True,229.23,0.71,1.0,2.0,0.7265,4.62,0.0,True
MOL_00168,CC1CC[NH+](CCNC(=O)c2cccc(-n3cccn3)c2)CC1,CC1CC[NH+](CCNC(=O)c2cccc(-n3cccn3)c2)CC1,True,313.2,0.92,2.0,2.0,0.8622,3.38,0.0,True
MOL_00169,CC[NH+]1CCC[C@@H]1CNC(=O)NCCNC(=O)c1ccccc1,CC[NH+]1CCC[C@@H]1CNC(=O)NCCNC(=O)c1ccccc1,True,319.21,-0.22,4.0,2.0,0.5248,3.86,0.0,True
MOL_00170,CC(C)(C)C(=O)NCCSCc1ccccc1,CC(C)(C)C(=O)NCCSCc1ccccc1,True,251.13,3.08,1.0,2.0,0.8148,1.93,0.0,True
MOL_00171,CCOc1cccc(-c2noc(CCC(=O)Nc3ccccc3C)n2)c1,CCOc1cccc(-c2noc(CCC(=O)Nc3ccccc3C)n2)c1,True,351.16,4.02,1.0,5.0,0.6956,1.93,0.0,True
MOL_00172,CCCCC(=O)NC1CC[NH+]([C@@H]2CCO[C@@H]2c2ccc(F)cc2)CC1,CCCCC(=O)NC1CC[NH+]([C@@H]2CCO[C@@H]2c2ccc(F)cc2)CC1,True,349.23,2.01,2.0,2.0,0.825,4.12,0.0,True
MOL_00173,COC(=O)Cc1noc(-c2ccc(F)c(F)c2)n1,COC(=O)Cc1noc(-c2ccc(F)c(F)c2)n1,True,254.05,1.73,0.0,5.0,0.7802,2.19,0.0,True
MOL_00174,Cc1cccc(C(=O)Nc2ccc(C)c(C(=O)[O-])c2)c1,Cc1cccc(C(=O)Nc2ccc(C)c(C(=O)[O-])c2)c1,True,268.1,1.92,1.0,3.0,0.9242,2.06,0.0,True
MOL_00175,O=C(NCc1ccc(Cl)cc1Cl)c1ccccc1C(=O)N1CCCC1,O=C(NCc1ccc(Cl)cc1Cl)c1ccccc1C(=O)N1CCCC1,True,376.07,4.16,1.0,2.0,0.87,1.86,0.0,True
MOL_00176,COC(=O)C1=C(C)Nc2nnnn2[C@H]1c1cccc(OC(F)F)c1,COC(=O)C1=C(C)Nc2nnnn2[C@H]1c1cccc(OC(F)F)c1,True,337.1,1.74,1.0,7.0,0.8497,3.26,0.0,True
MOL_00177,CCOc1ccc(C(=O)N(C)C)cc1OCC,CCOc1ccc(C(=O)N(C)C)cc1OCC,True,237.14,2.19,0.0,3.0,0.7876,1.68,0.0,True
MOL_00178,COc1ccccc1N1C[C@@H](C(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)CC1=O,COc1ccccc1N1C[C@@H](C(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)CC1=O,True,417.14,1.94,1.0,5.0,0.7749,2.47,0.0,True
MOL_00179,CCC(=O)N1CCC[NH+](Cc2ccc(C#N)cc2)CC1,CCC(=O)N1CCC[NH+](Cc2ccc(C#N)cc2)CC1,True,272.18,0.59,1.0,2.0,0.8751,3.91,0.0,True
MOL_00180,CCCCN1C(=O)C(=O)/C(=C\c2cc(C)n(Cc3ccccc3)c2C)S1,CCCCN1S/C(=C/c2cc(C)n(Cc3ccccc3)c2C)C(=O)C1=O,True,368.16,4.35,0.0,3.0,0.4323,2.74,0.0,True
MOL_00181,CC[C@@H](C)N1C[C@@H](NC(=O)NCCc2cc(F)cc(F)c2)CC1=O,CC[C@@H](C)N1C[C@@H](NC(=O)NCCc2cc(F)cc(F)c2)CC1=O,True,339.18,2.21,2.0,2.0,0.8347,3.14,0.0,True
MOL_00182,CCOC(=O)c1c(C)[nH]c(C(=O)NCC(C)(C)O)c1C,CCOC(=O)c1c(C)[nH]c(C(=O)NCC(C)(C)O)c1C,True,282.16,1.31,3.0,4.0,0.71,2.34,0.0,True
MOL_00183,CN1CCC(=O)CC12CC[NH+](Cc1cccc(C#N)c1)CC2,CN1CCC(=O)CC12CC[NH+](Cc1cccc(C#N)c1)CC2,True,298.19,0.77,1.0,3.0,0.8773,4.39,0.0,True
MOL_00184,CCOc1ccc(/C=N/NC(=O)C(=O)Nc2ccc(Cl)cc2Cl)cc1,CCOc1ccc(/C=N/NC(=O)C(=O)Nc2ccc(Cl)cc2Cl)cc1,True,379.05,3.48,2.0,4.0,0.4736,2.01,0.0,True
MOL_00185,COc1ccc(-n2ccnc2SCC(=O)Nc2ccc(C)cc2)cc1,COc1ccc(-n2ccnc2SCC(=O)Nc2ccc(C)cc2)cc1,True,353.12,3.92,1.0,4.0,0.6826,1.88,0.0,True
MOL_00186,CC(C)C[C@@H](C(=O)NC1CC1)N1CCN(c2cccc[nH+]2)CC1,CC(C)C[C@@H](C(=O)NC1CC1)N1CCN(c2cccc[nH+]2)CC1,True,317.23,1.32,1.0,3.0,0.8607,3.75,0.0,True
MOL_00187,CCc1nn(C)cc1C(=O)N1CCN(c2ncccc2F)CC1,CCc1nn(C)cc1C(=O)N1CCN(c2ncccc2F)CC1,True,317.17,1.48,0.0,4.0,0.8603,2.44,0.0,True
MOL_00188,CC(=O)c1ccccc1NC(=O)Cc1cccc(OC(F)F)c1,CC(=O)c1ccccc1NC(=O)Cc1cccc(OC(F)F)c1,True,319.1,3.67,1.0,3.0,0.8266,1.88,0.0,True
MOL_00189,CCOc1cc(C[NH+]2CCC(C)(C)C2)ccc1OCC(=O)N(C)C,CCOc1cc(C[NH+]2CCC(C)(C)C2)ccc1OCC(=O)N(C)C,True,335.23,1.37,1.0,3.0,0.8183,3.81,0.0,True
MOL_00190,Cc1ccc(NC(=O)C(=O)NCCNC(=O)c2ccccc2)cc1C,Cc1ccc(NC(=O)C(=O)NCCNC(=O)c2ccccc2)cc1C,True,339.16,1.79,3.0,3.0,0.5732,1.78,0.0,True
MOL_00191,CC(=O)N1CCC(C(=O)NCC(=O)Nc2cccc(C)c2C)CC1,CC(=O)N1CCC(C(=O)NCC(=O)Nc2cccc(C)c2C)CC1,True,331.19,1.62,2.0,3.0,0.8798,1.89,0.0,True
MOL_00192,COc1cc(OC)c(OC)cc1/C=C/C(=O)N1CCN(c2ccccc2OC)CC1,COc1cc(OC)c(OC)cc1/C=C/C(=O)N1CCN(c2ccccc2OC)CC1,True,412.2,3.08,0.0,6.0,0.6517,2.14,0.0,True
MOL_00193,CC(=O)Nc1ccc(NC(=O)[C@H]2Cc3cc(F)ccc3O2)cc1,CC(=O)Nc1ccc(NC(=O)[C@H]2Cc3cc(F)ccc3O2)cc1,True,314.11,2.73,2.0,3.0,0.9152,2.38,0.0,True
MOL_00194,CC(C)c1nn(C)c(Cl)c1CNC(=O)N1CCc2ccccc21,CC(C)c1nn(C)c(Cl)c1CNC(=O)N1CCc2ccccc21,True,332.14,3.47,1.0,2.0,0.9353,2.48,0.0,True
MOL_00195,CCNC(=O)NC(=O)CN1C(=O)N[C@@](C)(c2ccc(Cl)cc2)C1=O,CCNC(=O)NC(=O)CN1C(=O)N[C@@](C)(c2ccc(Cl)cc2)C1=O,True,352.09,0.95,3.0,4.0,0.7011,2.63,0.0,True
MOL_00196,Cc1nn(CC(C)C)c(Cl)c1C(=O)N(C)CC(=O)NC1CCCCC1,Cc1nn(CC(C)C)c(Cl)c1C(=O)N(C)CC(=O)NC1CCCCC1,True,368.2,3.02,1.0,3.0,0.8387,2.41,0.0,True
MOL_00197,CCCCOc1ccc(NC(=O)C(=O)NCc2ccc(Cl)cc2)cc1,CCCCOc1ccc(NC(=O)C(=O)NCc2ccc(Cl)cc2)cc1,True,360.12,3.77,2.0,3.0,0.583,1.74,0.0,True
MOL_00198,CCc1ccc(NC(=O)N(C)[C@H](C)C(=O)Nc2ccccc2C)cc1,CCc1ccc(NC(=O)N(C)[C@H](C)C(=O)Nc2ccccc2C)cc1,True,339.19,4.05,2.0,2.0,0.8632,2.33,0.0,True
MOL_00199,CC(=O)NCCNC(=O)N1CCC[C@@H]1c1cccc(OC)c1,COc1cccc([C@H]2CCCN2C(=O)NCCNC(C)=O)c1,True,305.17,1.68,2.0,3.0,0.8131,2.48,0.0,True
MOL_00200,CCOC(=O)c1cccc(CN2CCC[C@@H](c3cccc(C)c3)C2)c1,CCOC(=O)c1cccc(CN2CCC[C@@H](c3cccc(C)c3)C2)c1,True,337.2,4.55,0.0,3.0,0.7497,2.35,0.0,True
MOL_00201,C[C@@H]1CN(C(=O)NCCCO)CC[C@@H]1c1cccc(F)c1,C[C@@H]1CN(C(=O)NCCCO)CC[C@@H]1c1cccc(F)c1,True,294.17,2.34,2.0,2.0,0.8375,2.97,0.0,True
MOL_00202,CCCN(C(=O)NCc1ccc(OC)cc1)c1ccccc1,CCCN(C(=O)NCc1ccc(OC)cc1)c1ccccc1,True,298.17,3.82,1.0,2.0,0.8805,1.8,0.0,True
MOL_00203,CC1(C)CCC[C@H]1NC(=O)N[C@@H]1CCC[C@@H]1S(C)(=O)=O,CC1(C)CCC[C@H]1NC(=O)N[C@@H]1CCC[C@@H]1S(C)(=O)=O,True,302.17,1.83,2.0,3.0,0.8349,3.81,0.0,True
MOL_00204,CCc1cccc(NC(=O)c2ccc(-c3cncc(Br)s3)cc2)c1,,False,,,,,,,,False
MOL_00205,COC(=O)C(C)(C)C1CCN(C(=O)N[C@H](C)CC)CC1,CC[C@@H](C)NC(=O)N1CCC(C(C)(C)C(=O)OC)CC1,True,284.21,2.41,1.0,3.0,0.8065,2.9,0.0,True
MOL_00206,Cc1ccc(CN(C)C(=O)[C@@H](C)OC(=O)c2ccccc2)cc1,Cc1ccc(CN(C)C(=O)[C@@H](C)OC(=O)c2ccccc2)cc1,True,311.15,3.2,0.0,3.0,0.7967,2.16,0.0,True
MOL_00207,Cc1cc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)ccc1Br,Cc1cc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)ccc1Br,True,418.07,4.39,1.0,2.0,0.8027,1.86,0.0,True
MOL_00208,COc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCc3ccco3)c2)cc1OC,COc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCc3ccco3)c2)cc1OC,True,416.1,3.03,2.0,6.0,0.5846,2.0,0.0,True
MOL_00209,Cc1ccc(NC(=O)CN(C)c2nc(C)cs2)c(N)c1,Cc1ccc(NC(=O)CN(C)c2nc(C)cs2)c(N)c1,True,290.12,2.42,2.0,5.0,0.8483,2.28,0.0,True
MOL_00210,CC(=O)N(C)c1ccccc1CNC(=O)c1ccc(NC(=O)C2CC2)cc1,CC(=O)N(C)c1ccccc1CNC(=O)c1ccc(NC(=O)C2CC2)cc1,True,365.17,2.95,2.0,3.0,0.8261,2.01,0.0,True
MOL_00211,CC(C)[NH+]1CCC(NC(=O)C2CCN(C(=O)C3CCC3)CC2)CC1,CC(C)[NH+]1CCC(NC(=O)C2CCN(C(=O)C3CCC3)CC2)CC1,True,336.26,0.6,2.0,2.0,0.7898,3.27,0.0,True
MOL_00212,COc1ccccc1C1(CNC(=O)Cn2nc(-c3ccccc3F)ccc2=O)CCCC1,COc1ccccc1C1(CNC(=O)Cn2nc(-c3ccccc3F)ccc2=O)CCCC1,True,435.2,3.69,1.0,4.0,0.6145,2.44,0.0,True
MOL_00213,CC(C)Cn1nc(C)c(CNC(=O)N[C@@H]2CCC[C@@H]2S(C)(=O)=O)c1C,Cc1nn(CC(C)C)c(C)c1CNC(=O)N[C@@H]1CCC[C@@H]1S(C)(=O)=O,True,370.2,1.92,2.0,4.0,0.8,3.4,0.0,True
MOL_00214,COc1cc(CN2CCN(C(=O)CCC(=O)N3CCCC3)CC2)ccc1OC,COc1ccc(CN2CCN(C(=O)CCC(=O)N3CCCC3)CC2)cc1OC,True,389.23,1.75,0.0,5.0,0.711,1.98,0.0,True
MOL_00215,COC(=O)c1cc(C(=O)N(C)CC(=O)NC2CC2)ccc1C,COC(=O)c1cc(C(=O)N(C)CC(=O)NC2CC2)ccc1C,True,304.14,1.13,1.0,4.0,0.8275,2.0,0.0,True
MOL_00216,C[C@H]([NH2+][C@H](C)c1cccc(N2CCOC2=O)c1)c1ccc(Br)cc1,C[C@H]([NH2+][C@H](C)c1cccc(N2CCOC2=O)c1)c1ccc(Br)cc1,True,389.09,3.79,1.0,2.0,0.8446,3.73,0.0,True
MOL_00217,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)c(C)c3)CC2)cc1,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)c(C)c3)CC2)cc1,True,336.18,3.21,0.0,2.0,0.8448,1.69,0.0,True
MOL_00218,COc1ccc(OC)c(-c2csc(NC(=O)c3ccc(OC)c(OC)c3)n2)c1,COc1ccc(OC)c(-c2csc(NC(=O)c3ccc(OC)c(OC)c3)n2)c1,True,400.11,4.1,1.0,7.0,0.6434,1.96,0.0,True
MOL_00219,CC1(C)C(=O)NC(=O)N1Cc1ccccc1,CC1(C)C(=O)NC(=O)N1Cc1ccccc1,True,218.11,1.52,1.0,2.0,0.7649,2.09,0.0,True
